Name,Rating,Address,Phone,Open/Close Timing,Google Maps Link
N/A,,N/A,N/A,N/A,"https://www.google.com/maps/search/Hospitals+near+me/@22.0409588,71.204864,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTIwNy4wIKXMDSoASAFQAw%3D%3D"
N/A,,N/A,N/A,N/A,"https://www.google.com/maps/search/Hospitals+near+me/@22.0409588,71.204864,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTIwNy4wIKXMDSoASAFQAw%3D%3D"
N/A,,N/A,N/A,N/A,"https://www.google.com/maps/search/Hospitals+near+me/@22.0409588,71.204864,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTIwNy4wIKXMDSoASAFQAw%3D%3D"
N/A,,N/A,N/A,N/A,"https://www.google.com/maps/search/Hospitals+near+me/@22.0409588,71.204864,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTIwNy4wIKXMDSoASAFQAw%3D%3D"
N/A,N/A,N/A,N/A,N/A,N/A
